timestamp,boat_id,gps_lat,gps_long,particle_size_microns,concentration_ppm,depth_cm,collection_volume_ml,battery_status,power_source
2025-09-25 00:00:00,B3,18.91682,72.82513,44.0,1.98,100,527,95,hydro
2025-09-25 00:03:00,B3,19.06245,72.91246,38.6,3.27,50,684,66,hydro
2025-09-25 00:06:00,B5,19.05633,72.72671,32.3,2.25,10,471,57,hydro
2025-09-25 00:09:00,B5,18.93377,72.77477,22.5,4.26,50,593,55,hydro
2025-09-25 00:12:00,B2,18.95018,72.88239,50.6,1.81,70,692,56,hydro
2025-09-25 00:15:00,B5,18.92023,72.90414,36.6,3.68,10,526,52,hydro
2025-09-25 00:18:00,B2,18.94791,72.7036,20.2,2.53,30,445,88,hydro
2025-09-25 00:21:00,B3,18.98655,72.95178,23.2,1.09,30,441,54,hydro
2025-09-25 00:24:00,B1,18.9229,72.9249,16.2,1.62,70,459,99,hydro
2025-09-25 00:27:00,B3,18.91736,72.82893,22.6,3.29,50,439,58,hydro
2025-09-25 00:30:00,B2,19.16516,72.95135,3.7,3.4,100,626,85,hydro
2025-09-25 00:33:00,B1,19.12232,72.74631,53.8,3.68,20,581,51,hydro
2025-09-25 00:36:00,B4,19.10147,72.71081,13.5,2.57,10,631,42,hydro
2025-09-25 00:39:00,B4,19.02114,72.851,27.8,3.5,30,532,95,hydro
2025-09-25 00:42:00,B4,19.14916,72.89512,16.7,2.85,100,616,67,hydro
2025-09-25 00:45:00,B3,18.92311,72.92943,15.2,2.99,10,466,43,hydro
2025-09-25 00:48:00,B2,18.99906,72.85176,23.2,2.35,10,632,95,hydro
2025-09-25 00:51:00,B4,18.97529,72.97924,1.0,2.15,70,584,72,hydro
2025-09-25 00:54:00,B4,18.99826,72.90318,39.6,0.58,30,548,83,hydro
2025-09-25 00:57:00,B4,18.99884,72.8937,28.5,1.55,10,499,75,hydro
2025-09-25 01:00:00,B4,18.94273,72.98553,47.1,1.68,100,514,50,hydro
2025-09-25 01:03:00,B1,19.08847,72.94363,45.0,1.12,20,440,50,hydro
2025-09-25 01:06:00,B4,18.99827,72.81967,31.9,2.39,70,499,69,hydro
2025-09-25 01:09:00,B1,19.17072,72.83307,7.3,1.97,70,674,98,hydro
2025-09-25 01:12:00,B2,19.08318,72.79092,40.9,3.29,50,624,93,hydro
2025-09-25 01:15:00,B4,19.06371,72.9143,41.4,2.96,30,672,97,hydro
2025-09-25 01:18:00,B4,19.17558,72.82481,28.3,0.43,20,620,78,hydro
2025-09-25 01:21:00,B1,19.12333,72.95387,32.8,2.83,70,447,64,hydro
2025-09-25 01:24:00,B1,18.92372,72.99492,31.2,2.14,30,497,97,hydro
2025-09-25 01:27:00,B1,19.07693,72.97076,21.5,1.66,70,583,87,hydro
2025-09-25 01:30:00,B2,18.99367,72.99281,44.9,2.85,10,576,83,hydro
2025-09-25 01:33:00,B5,19.09907,72.78033,19.5,0.95,100,642,55,hydro
2025-09-25 01:36:00,B2,19.06556,72.83976,36.5,2.46,50,608,80,hydro
2025-09-25 01:39:00,B1,19.15671,72.8269,1.0,2.17,30,445,94,hydro
2025-09-25 01:42:00,B4,19.02681,72.85687,19.8,4.73,10,604,81,hydro
2025-09-25 01:45:00,B5,18.98506,72.71609,33.7,1.86,10,630,48,hydro
2025-09-25 01:48:00,B3,19.19169,72.86905,44.3,2.49,70,619,67,hydro
2025-09-25 01:51:00,B2,18.98285,72.96443,20.4,2.71,10,571,45,hydro
2025-09-25 01:54:00,B3,19.05134,72.97859,13.5,1.96,20,406,58,hydro
2025-09-25 01:57:00,B2,19.09628,72.95197,62.0,3.28,50,418,68,hydro
2025-09-25 02:00:00,B4,19.11429,72.73464,35.0,2.6,70,566,79,hydro
2025-09-25 02:03:00,B5,18.93892,72.89134,16.2,2.06,50,656,45,hydro
2025-09-25 02:06:00,B2,18.97855,72.99774,30.0,3.46,100,563,97,hydro
2025-09-25 02:09:00,B3,19.07066,72.98506,27.8,0.82,10,569,43,hydro
2025-09-25 02:12:00,B2,19.05499,72.70519,41.4,2.11,30,428,86,hydro
2025-09-25 02:15:00,B5,19.15462,72.73229,39.9,1.12,70,408,57,hydro
2025-09-25 02:18:00,B4,19.09916,72.96496,39.8,2.15,100,680,72,hydro
2025-09-25 02:21:00,B2,19.07789,72.8706,8.2,4.43,10,652,58,hydro
2025-09-25 02:24:00,B3,19.07796,72.96141,13.6,1.63,100,536,75,hydro
2025-09-25 02:27:00,B3,19.00488,72.83159,11.7,1.19,10,573,44,hydro
2025-09-25 02:30:00,B5,18.92921,72.77452,30.8,1.67,70,425,90,hydro
2025-09-25 02:33:00,B2,19.07106,72.90462,24.8,2.75,100,558,50,hydro
2025-09-25 02:36:00,B4,18.90938,72.93278,29.2,0.71,50,615,83,hydro
2025-09-25 02:39:00,B5,19.19222,72.93464,18.7,2.81,20,558,83,hydro
2025-09-25 02:42:00,B4,19.17913,72.89218,1.0,3.76,100,636,52,hydro
2025-09-25 02:45:00,B4,19.16123,72.89046,19.9,3.14,30,601,98,hydro
2025-09-25 02:48:00,B4,19.06017,72.95428,50.2,3.26,70,615,83,hydro
2025-09-25 02:51:00,B5,18.93085,72.70707,50.8,4.68,10,690,95,hydro
2025-09-25 02:54:00,B5,19.12359,72.76612,8.2,1.76,50,604,60,hydro
2025-09-25 02:57:00,B4,19.10848,72.78664,37.4,3.11,70,526,58,hydro
2025-09-25 03:00:00,B1,18.90346,72.82686,19.7,5.19,100,456,61,hydro
2025-09-25 03:03:00,B1,18.92443,72.93554,1.0,1.95,50,429,41,hydro
2025-09-25 03:06:00,B5,19.06889,72.75211,23.6,1.86,10,465,74,hydro
2025-09-25 03:09:00,B4,18.90342,72.90561,3.3,1.84,10,477,60,hydro
2025-09-25 03:12:00,B2,19.1849,72.99088,37.0,2.67,30,458,50,hydro
2025-09-25 03:15:00,B1,19.06527,72.76019,46.3,1.92,20,647,76,hydro
2025-09-25 03:18:00,B2,19.08943,72.74286,36.3,1.79,100,692,93,hydro
2025-09-25 03:21:00,B5,19.06794,72.81093,62.8,2.19,20,697,84,hydro
2025-09-25 03:24:00,B1,19.12382,72.97283,13.1,0.9,20,513,62,hydro
2025-09-25 03:27:00,B3,19.00312,72.84272,20.9,2.89,50,601,76,hydro
2025-09-25 03:30:00,B1,19.16951,72.78553,34.4,4.45,20,406,42,hydro
2025-09-25 03:33:00,B1,19.14051,72.74258,32.1,2.45,70,690,81,hydro
2025-09-25 03:36:00,B1,19.06278,72.73313,40.3,0.14,70,539,86,hydro
2025-09-25 03:39:00,B3,19.0543,72.89225,26.3,1.57,50,560,83,hydro
2025-09-25 03:42:00,B2,19.05705,72.74238,20.7,2.53,70,449,83,hydro
2025-09-25 03:45:00,B2,19.08168,72.89084,26.0,4.11,30,515,84,hydro
2025-09-25 03:48:00,B4,19.12697,72.92906,19.1,1.54,10,504,47,hydro
2025-09-25 03:51:00,B3,19.16197,72.99187,33.7,2.06,50,673,92,hydro
2025-09-25 03:54:00,B3,18.95314,72.8434,30.2,1.77,10,593,67,hydro
2025-09-25 03:57:00,B5,19.1321,72.79931,24.5,3.7,50,639,69,hydro
2025-09-25 04:00:00,B3,19.10942,72.72672,27.1,2.53,10,473,58,hydro
2025-09-25 04:03:00,B1,19.17021,72.90266,36.6,1.21,100,686,58,hydro
2025-09-25 04:06:00,B1,19.0633,72.72146,26.8,5.23,100,413,60,hydro
2025-09-25 04:09:00,B5,18.94994,72.86072,1.0,1.79,20,423,76,hydro
2025-09-25 04:12:00,B1,19.1088,72.99096,21.6,2.95,10,677,96,hydro
2025-09-25 04:15:00,B3,19.0198,72.94649,10.4,3.83,100,508,43,hydro
2025-09-25 04:18:00,B2,19.17024,72.87595,15.4,3.2,30,552,79,hydro
2025-09-25 04:21:00,B1,18.9551,72.70705,38.7,2.25,30,452,94,hydro
2025-09-25 04:24:00,B5,18.9758,72.77692,44.8,2.3,20,506,44,hydro
2025-09-25 04:27:00,B1,19.07142,72.85876,22.3,3.1,50,462,99,hydro
2025-09-25 04:30:00,B4,18.90427,72.97635,36.0,2.1,100,474,86,hydro
2025-09-25 04:33:00,B5,19.09325,72.71777,29.4,0.9,50,591,90,hydro
2025-09-25 04:36:00,B2,19.0089,72.91817,43.9,2.65,20,445,50,hydro
2025-09-25 04:39:00,B5,19.16875,72.82124,30.1,3.43,30,465,52,hydro
2025-09-25 04:42:00,B1,19.10101,72.80223,27.2,2.27,70,569,91,hydro
2025-09-25 04:45:00,B5,19.13008,72.86095,31.4,3.69,20,640,94,hydro
2025-09-25 04:48:00,B3,19.03364,72.94474,25.7,2.53,70,680,81,hydro
2025-09-25 04:51:00,B4,19.08437,72.97392,21.9,3.07,70,639,49,hydro
2025-09-25 04:54:00,B4,19.03508,72.90608,47.7,3.25,70,416,53,hydro
2025-09-25 04:57:00,B3,19.04026,72.9394,59.0,2.29,30,659,61,hydro
2025-09-25 05:00:00,B2,19.15857,72.83431,21.7,1.41,20,601,61,hydro
2025-09-25 05:03:00,B2,18.99147,72.83592,19.2,2.88,20,470,61,hydro
2025-09-25 05:06:00,B3,19.17845,72.9753,48.2,2.67,50,503,84,hydro
2025-09-25 05:09:00,B1,19.19511,72.78379,34.2,1.36,100,439,48,hydro
2025-09-25 05:12:00,B1,18.97645,72.7185,40.0,2.29,10,613,66,hydro
2025-09-25 05:15:00,B1,19.15313,72.84492,65.9,1.42,50,416,43,hydro
2025-09-25 05:18:00,B1,19.04992,72.70473,11.2,1.99,50,481,99,hydro
2025-09-25 05:21:00,B2,18.93405,72.97731,28.3,3.19,30,566,83,hydro
2025-09-25 05:24:00,B5,18.97564,72.95312,30.5,3.7,100,614,96,hydro
2025-09-25 05:27:00,B3,18.97224,72.8425,9.7,1.98,70,679,56,hydro
2025-09-25 05:30:00,B2,18.96136,72.86856,45.1,1.71,10,559,89,hydro
2025-09-25 05:33:00,B3,19.00221,72.99001,42.5,3.07,50,558,63,hydro
2025-09-25 05:36:00,B4,19.00101,72.89189,44.5,2.91,30,493,98,hydro
2025-09-25 05:39:00,B4,18.93099,72.9332,37.6,3.35,100,683,91,hydro
2025-09-25 05:42:00,B4,18.97485,72.95529,12.9,1.8,70,406,99,hydro
2025-09-25 05:45:00,B2,19.10587,72.84894,22.4,3.31,100,469,46,hydro
2025-09-25 05:48:00,B3,18.95088,72.88407,1.0,3.87,100,689,99,hydro
2025-09-25 05:51:00,B5,19.03477,72.73918,35.6,2.71,10,452,47,hydro
2025-09-25 05:54:00,B1,19.05347,72.98094,37.2,2.13,20,669,61,hydro
2025-09-25 05:57:00,B3,19.07314,72.90194,25.1,2.51,50,528,56,hydro
2025-09-25 06:00:00,B5,19.05808,72.76649,29.3,2.58,100,682,95,solar
2025-09-25 06:03:00,B5,19.18714,72.80325,13.8,2.68,20,440,57,solar
2025-09-25 06:06:00,B3,18.97104,72.95814,35.7,0.7,30,428,99,solar
2025-09-25 06:09:00,B1,19.01476,72.87502,52.3,2.46,70,612,78,solar
2025-09-25 06:12:00,B2,18.9691,72.76406,48.8,3.36,70,529,56,solar
2025-09-25 06:15:00,B4,18.93563,72.96545,24.3,2.78,50,673,69,solar
2025-09-25 06:18:00,B3,19.08516,72.90158,36.1,3.54,10,619,98,solar
2025-09-25 06:21:00,B2,18.91609,72.88931,43.6,1.34,10,663,95,solar
2025-09-25 06:24:00,B2,19.14245,72.93591,3.0,0.05,50,602,86,solar
2025-09-25 06:27:00,B1,19.18689,72.72114,39.0,2.25,10,643,99,solar
2025-09-25 06:30:00,B3,19.148,72.85039,40.3,3.44,100,406,73,solar
2025-09-25 06:33:00,B1,19.08869,72.98148,34.2,3.48,50,662,88,solar
2025-09-25 06:36:00,B3,19.17579,72.95739,52.0,2.95,70,426,57,solar
2025-09-25 06:39:00,B3,18.98734,72.97351,14.2,1.0,50,669,89,solar
2025-09-25 06:42:00,B4,19.03841,72.91079,24.0,3.27,30,478,63,solar
2025-09-25 06:45:00,B2,19.16762,72.90004,32.5,2.07,50,683,40,solar
2025-09-25 06:48:00,B4,19.12395,72.84369,36.1,2.7,20,672,63,solar
2025-09-25 06:51:00,B3,19.02265,72.82902,25.6,2.91,50,653,76,solar
2025-09-25 06:54:00,B5,18.98603,72.95676,20.3,1.26,100,644,73,solar
2025-09-25 06:57:00,B1,19.17584,72.9072,11.2,1.83,100,587,92,solar
2025-09-25 07:00:00,B1,19.11078,72.89669,45.8,4.16,100,683,52,solar
2025-09-25 07:03:00,B1,18.91145,72.98259,40.4,2.24,70,425,78,solar
2025-09-25 07:06:00,B2,19.09773,72.94637,54.9,3.45,20,581,97,solar
2025-09-25 07:09:00,B5,18.90658,72.76274,14.0,4.22,100,643,95,solar
2025-09-25 07:12:00,B4,19.1196,72.75647,33.4,2.78,10,645,100,solar
2025-09-25 07:15:00,B1,19.19443,72.95553,6.9,4.23,70,432,67,solar
2025-09-25 07:18:00,B4,18.9429,72.89839,29.8,1.65,100,509,50,solar
2025-09-25 07:21:00,B2,19.16269,72.71324,31.9,4.05,30,683,62,solar
2025-09-25 07:24:00,B2,19.18614,72.81969,28.7,0.68,30,494,45,solar
2025-09-25 07:27:00,B3,18.98709,72.78965,30.6,1.03,30,591,55,solar
2025-09-25 07:30:00,B5,18.99481,72.95628,12.6,3.08,70,566,100,solar
2025-09-25 07:33:00,B5,18.97721,72.78878,31.2,2.66,10,532,92,solar
2025-09-25 07:36:00,B3,19.17328,72.96957,34.1,2.73,70,523,63,solar
2025-09-25 07:39:00,B1,19.18006,72.82872,17.0,1.45,70,568,93,solar
2025-09-25 07:42:00,B4,19.00056,72.95443,36.8,2.81,50,579,93,solar
2025-09-25 07:45:00,B3,18.90151,72.72789,41.7,2.61,70,427,52,solar
2025-09-25 07:48:00,B3,19.04761,72.78967,12.4,3.1,20,495,89,solar
2025-09-25 07:51:00,B4,18.98479,72.80608,21.2,3.76,20,432,97,solar
2025-09-25 07:54:00,B2,19.1846,72.92744,13.0,2.93,70,441,72,solar
2025-09-25 07:57:00,B5,18.9326,72.98785,37.9,4.34,70,683,50,solar
2025-09-25 08:00:00,B5,19.08355,72.90406,15.5,3.24,70,601,65,solar
2025-09-25 08:03:00,B3,19.1506,72.77881,29.4,1.24,30,500,47,solar
2025-09-25 08:06:00,B5,19.17167,72.82717,37.3,1.24,100,490,79,solar
2025-09-25 08:09:00,B3,18.98232,72.98724,32.8,4.0,100,449,99,solar
2025-09-25 08:12:00,B2,18.92634,72.93927,39.6,1.84,70,434,61,solar
2025-09-25 08:15:00,B4,19.09704,72.87386,28.0,3.42,10,460,66,solar
2025-09-25 08:18:00,B3,18.9048,72.81239,46.0,3.34,10,419,69,solar
2025-09-25 08:21:00,B5,19.12088,72.73083,43.0,5.31,50,412,90,solar
2025-09-25 08:24:00,B2,19.09724,72.92211,36.4,2.04,100,586,69,solar
2025-09-25 08:27:00,B4,19.19232,72.95081,12.8,3.87,30,504,90,solar
2025-09-25 08:30:00,B1,19.01739,72.87555,33.1,2.69,50,441,76,solar
2025-09-25 08:33:00,B2,18.99688,72.79316,39.4,3.14,70,463,52,solar
2025-09-25 08:36:00,B4,18.95368,72.80509,44.3,2.5,10,427,76,solar
2025-09-25 08:39:00,B4,19.01538,72.91642,41.0,2.91,100,480,71,solar
2025-09-25 08:42:00,B1,19.15749,72.70037,28.2,3.02,50,670,49,solar
2025-09-25 08:45:00,B5,18.91416,72.90192,8.6,2.78,50,458,89,solar
2025-09-25 08:48:00,B5,18.90771,72.7672,1.0,1.91,30,632,76,solar
2025-09-25 08:51:00,B2,19.09807,72.90196,19.7,1.79,30,413,40,solar
2025-09-25 08:54:00,B4,18.98544,72.80291,34.2,3.42,20,552,41,solar
2025-09-25 08:57:00,B1,18.99966,72.96544,52.2,4.33,100,469,64,solar
